Start_date,End_date,Category,Start_location,Stop_location,Miles,Purpose,Hour,Month,Day_of_the_week,Weekday,Duration
2016-03-04 15:56:00,2016-03-04 16:08:00,Business,Raleigh,Raleigh,4.9,Meal/Entertain,15,Mar,4,Fri,0 days 00:12:00
2016-03-04 16:16:00,2016-03-04 16:22:00,Business,Fayetteville Street,Depot Historic District,0.8,Errand/Supplies,16,Mar,4,Fri,0 days 00:06:00
2016-03-04 16:43:00,2016-03-04 17:12:00,Business,Raleigh,Cary,13.5,Meeting,16,Mar,4,Fri,0 days 00:29:00
2016-03-04 19:02:00,2016-03-04 19:08:00,Business,Cary,Morrisville,1.9,Temporary Site,19,Mar,4,Fri,0 days 00:06:00
2016-03-04 19:16:00,2016-03-04 19:25:00,Business,Morrisville,Cary,2.0,Meal/Entertain,19,Mar,4,Fri,0 days 00:09:00
2016-03-05 11:44:00,2016-03-05 11:59:00,Business,Cary,Morrisville,6.5,Meal/Entertain,11,Mar,5,Sat,0 days 00:15:00
2016-03-05 12:57:00,2016-03-05 13:12:00,Personal,Weston,Weston,4.2,Unknown,12,Mar,5,Sat,0 days 00:15:00
2016-03-05 14:08:00,2016-03-05 14:18:00,Personal,Morrisville,Cary,3.5,Unknown,14,Mar,5,Sat,0 days 00:10:00
2016-03-05 14:39:00,2016-03-05 15:01:00,Business,Whitebridge,Wayne Ridge,7.8,Meal/Entertain,14,Mar,5,Sat,0 days 00:22:00
2016-03-05 16:52:00,2016-03-05 17:13:00,Business,Cary,Morrisville,7.8,Meal/Entertain,16,Mar,5,Sat,0 days 00:21:00
2016-03-05 17:23:00,2016-03-05 17:34:00,Business,Morrisville,Cary,3.9,Meal/Entertain,17,Mar,5,Sat,0 days 00:11:00
2016-03-07 09:10:00,2016-03-07 09:20:00,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,9,Mar,0,Mon,0 days 00:10:00
2016-03-07 09:23:00,2016-03-07 09:47:00,Business,Cary,Raleigh,12.4,Customer Visit,9,Mar,0,Mon,0 days 00:24:00
2016-03-07 12:10:00,2016-03-07 12:26:00,Business,Fayetteville Street,Meredith Townes,5.9,Customer Visit,12,Mar,0,Mon,0 days 00:16:00
2016-03-07 13:57:00,2016-03-07 14:18:00,Business,Meredith Townes,Leesville Hollow,9.4,Meeting,13,Mar,0,Mon,0 days 00:21:00
2016-03-07 15:19:00,2016-03-07 15:45:00,Business,Raleigh,Cary,11.9,Between Offices,15,Mar,0,Mon,0 days 00:26:00
2016-03-08 14:38:00,2016-03-08 14:55:00,Business,Whitebridge,Waverly Place,7.2,Between Offices,14,Mar,1,Tue,0 days 00:17:00
2016-03-08 15:35:00,2016-03-08 16:00:00,Business,Waverly Place,Whitebridge,7.6,Meal/Entertain,15,Mar,1,Tue,0 days 00:25:00
2016-03-08 16:13:00,2016-03-08 16:25:00,Personal,Whitebridge,Whitebridge,1.6,Unknown,16,Mar,1,Tue,0 days 00:12:00
2016-03-10 03:36:00,2016-03-10 03:53:00,Business,Cary,Morrisville,8.4,Meeting,3,Mar,3,Thu,0 days 00:17:00
2016-03-10 10:08:00,2016-03-10 10:37:00,Business,East Austin,West University,12.8,Meeting,10,Mar,3,Thu,0 days 00:29:00
2016-03-10 14:39:00,2016-03-10 14:55:00,Business,West University,South Congress,2.3,Unknown,14,Mar,3,Thu,0 days 00:16:00
2016-03-10 16:18:00,2016-03-10 16:28:00,Business,South Congress,Arts District,1.6,Unknown,16,Mar,3,Thu,0 days 00:10:00
2016-03-11 09:47:00,2016-03-11 09:59:00,Business,The Drag,Congress Ave District,2.0,Meal/Entertain,9,Mar,4,Fri,0 days 00:12:00
2016-03-11 10:29:00,2016-03-11 10:36:00,Business,Congress Ave District,Downtown,0.8,Unknown,10,Mar,4,Fri,0 days 00:07:00
2016-03-11 11:57:00,2016-03-11 12:04:00,Business,Downtown,Red River District,1.2,Unknown,11,Mar,4,Fri,0 days 00:07:00
2016-03-11 13:43:00,2016-03-11 13:51:00,Business,Red River District,Downtown,1.0,Unknown,13,Mar,4,Fri,0 days 00:08:00
2016-03-11 19:21:00,2016-03-11 19:35:00,Business,South Congress,The Drag,2.1,Unknown,19,Mar,4,Fri,0 days 00:14:00
2016-03-12 09:13:00,2016-03-12 09:22:00,Business,The Drag,South Congress,2.2,Unknown,9,Mar,5,Sat,0 days 00:09:00
2016-03-12 18:27:00,2016-03-12 18:37:00,Personal,South Congress,The Drag,1.9,Unknown,18,Mar,5,Sat,0 days 00:10:00
2016-03-13 09:07:00,2016-03-13 09:37:00,Business,The Drag,Convention Center District,5.7,Meal/Entertain,9,Mar,6,Sun,0 days 00:30:00
2016-03-13 18:23:00,2016-03-13 18:43:00,Business,South Congress,North Austin,8.4,Meal/Entertain,18,Mar,6,Sun,0 days 00:20:00
2016-03-13 20:07:00,2016-03-13 20:28:00,Business,Georgian Acres,The Drag,6.2,Meal/Entertain,20,Mar,6,Sun,0 days 00:21:00
2016-03-13 20:39:00,2016-03-13 20:58:00,Business,The Drag,North Austin,10.5,Meal/Entertain,20,Mar,6,Sun,0 days 00:19:00
2016-03-13 21:11:00,2016-03-13 21:23:00,Business,North Austin,Coxville,7.2,Meal/Entertain,21,Mar,6,Sun,0 days 00:12:00
2016-03-13 22:19:00,2016-03-13 22:39:00,Business,Coxville,The Drag,12.5,Unknown,22,Mar,6,Sun,0 days 00:20:00
2016-03-14 08:34:00,2016-03-14 08:49:00,Business,The Drag,South Congress,2.0,Errand/Supplies,8,Mar,0,Mon,0 days 00:15:00
2016-03-14 18:39:00,2016-03-14 18:55:00,Business,South Congress,The Drag,2.7,Unknown,18,Mar,0,Mon,0 days 00:16:00
2016-03-15 08:45:00,2016-03-15 08:57:00,Business,The Drag,Convention Center District,2.0,Meal/Entertain,8,Mar,1,Tue,0 days 00:12:00
2016-03-15 20:48:00,2016-03-15 21:01:00,Business,Downtown,The Drag,2.8,Meal/Entertain,20,Mar,1,Tue,0 days 00:13:00
2016-03-16 11:34:00,2016-03-16 11:45:00,Business,The Drag,Congress Ave District,1.7,Meal/Entertain,11,Mar,2,Wed,0 days 00:11:00
2016-03-16 14:44:00,2016-03-16 14:55:00,Business,Convention Center District,West University,2.0,Unknown,14,Mar,2,Wed,0 days 00:11:00
2016-03-16 18:43:00,2016-03-16 18:56:00,Business,West University,Congress Ave District,2.1,Meal/Entertain,18,Mar,2,Wed,0 days 00:13:00
2016-03-17 00:33:00,2016-03-17 00:44:00,Personal,Downtown,The Drag,1.7,Unknown,0,Mar,3,Thu,0 days 00:11:00
2016-03-17 12:52:00,2016-03-17 15:11:00,Business,Austin,Katy,136.0,Customer Visit,12,Mar,3,Thu,0 days 02:19:00
2016-03-17 15:16:00,2016-03-17 15:58:00,Business,Katy,Houston,30.2,Meeting,15,Mar,3,Thu,0 days 00:42:00
2016-03-17 17:20:00,2016-03-17 18:02:00,Business,Midtown,Alief,15.5,Meal/Entertain,17,Mar,3,Thu,0 days 00:42:00
2016-03-17 18:47:00,2016-03-17 19:09:00,Personal,Houston,Houston,4.9,Unknown,18,Mar,3,Thu,0 days 00:22:00
2016-03-17 20:57:00,2016-03-17 21:28:00,Personal,Houston,Houston,12.6,Unknown,20,Mar,3,Thu,0 days 00:31:00
2016-03-17 21:48:00,2016-03-17 22:04:00,Personal,Sharpstown,Midtown,10.4,Unknown,21,Mar,3,Thu,0 days 00:16:00
2016-03-18 07:15:00,2016-03-18 07:21:00,Business,Midtown,Midtown,1.1,Meal/Entertain,7,Mar,4,Fri,0 days 00:06:00
2016-03-18 08:35:00,2016-03-18 08:43:00,Business,Midtown,Midtown,1.1,Meal/Entertain,8,Mar,4,Fri,0 days 00:08:00
2016-03-18 18:24:00,2016-03-18 19:08:00,Business,Midtown,Sharpstown,13.2,Meeting,18,Mar,4,Fri,0 days 00:44:00
2016-03-18 19:23:00,2016-03-18 19:29:00,Business,Sharpstown,Sharpstown,1.0,Errand/Supplies,19,Mar,4,Fri,0 days 00:06:00
2016-03-18 21:01:00,2016-03-18 21:15:00,Business,Sharpstown,Midtown,9.2,Customer Visit,21,Mar,4,Fri,0 days 00:14:00
2016-03-19 09:10:00,2016-03-19 09:25:00,Business,Midtown,Sharpstown,9.4,Meal/Entertain,9,Mar,5,Sat,0 days 00:15:00
2016-03-19 12:50:00,2016-03-19 13:13:00,Business,Houston,Sugar Land,12.0,Customer Visit,12,Mar,5,Sat,0 days 00:23:00
2016-03-19 14:01:00,2016-03-19 14:57:00,Business,Sugar Land,Houston,35.1,Customer Visit,14,Mar,5,Sat,0 days 00:56:00
2016-03-19 15:34:00,2016-03-19 16:38:00,Business,Houston,Galveston,36.5,Meal/Entertain,15,Mar,5,Sat,0 days 01:04:00
2016-03-19 17:17:00,2016-03-19 17:32:00,Business,Galveston,Port Bolivar,3.1,Meal/Entertain,17,Mar,5,Sat,0 days 00:15:00
2016-03-19 17:37:00,2016-03-19 17:47:00,Business,Port Bolivar,Port Bolivar,2.1,Errand/Supplies,17,Mar,5,Sat,0 days 00:10:00
2016-03-19 17:52:00,2016-03-19 18:00:00,Business,Port Bolivar,Port Bolivar,1.2,Unknown,17,Mar,5,Sat,0 days 00:08:00
2016-03-19 18:53:00,2016-03-19 19:29:00,Business,Port Bolivar,Galveston,7.5,Meeting,18,Mar,5,Sat,0 days 00:36:00
2016-03-19 19:33:00,2016-03-19 20:39:00,Business,Galveston,Houston,57.0,Customer Visit,19,Mar,5,Sat,0 days 01:06:00
2016-03-20 07:37:00,2016-03-20 07:48:00,Business,Midtown,Washington Avenue,5.9,Meeting,7,Mar,6,Sun,0 days 00:11:00
2016-03-20 11:42:00,2016-03-20 11:56:00,Business,Washington Avenue,Midtown,6.2,Meeting,11,Mar,6,Sun,0 days 00:14:00
2016-03-20 17:08:00,2016-03-20 17:34:00,Business,Midtown,Sharpstown,10.4,Unknown,17,Mar,6,Sun,0 days 00:26:00
2016-03-20 18:34:00,2016-03-20 18:40:00,Personal,Sharpstown,Briar Meadow,1.2,Unknown,18,Mar,6,Sun,0 days 00:06:00
2016-03-20 18:45:00,2016-03-20 19:06:00,Business,Briar Meadow,Midtown,9.6,Customer Visit,18,Mar,6,Sun,0 days 00:21:00
2016-03-21 10:21:00,2016-03-21 10:26:00,Personal,Midtown,Downtown,1.0,Unknown,10,Mar,0,Mon,0 days 00:05:00
2016-03-21 16:05:00,2016-03-21 16:13:00,Business,Downtown,Midtown,0.9,Meal/Entertain,16,Mar,0,Mon,0 days 00:08:00
2016-03-21 18:59:00,2016-03-21 19:15:00,Business,Midtown,Sharpstown,8.8,Unknown,18,Mar,0,Mon,0 days 00:16:00
2016-03-21 20:18:00,2016-03-21 20:55:00,Business,Sharpstown,Midtown,25.6,Meal/Entertain,20,Mar,0,Mon,0 days 00:37:00
2016-03-22 06:17:00,2016-03-22 06:43:00,Business,Midtown,Greater Greenspoint,23.0,Meal/Entertain,6,Mar,1,Tue,0 days 00:26:00
2016-03-22 12:06:00,2016-03-22 12:24:00,Personal,Morrisville,Cary,8.1,Unknown,12,Mar,1,Tue,0 days 00:18:00
2016-03-22 19:12:00,2016-03-22 19:25:00,Personal,Whitebridge,Whitebridge,1.4,Unknown,19,Mar,1,Tue,0 days 00:13:00
2016-03-23 14:37:00,2016-03-23 14:42:00,Personal,Whitebridge,Preston,1.7,Unknown,14,Mar,2,Wed,0 days 00:05:00
2016-03-23 14:53:00,2016-03-23 14:59:00,Personal,Preston,Whitebridge,1.6,Unknown,14,Mar,2,Wed,0 days 00:06:00
2016-03-24 19:47:00,2016-03-24 19:54:00,Personal,Whitebridge,Westpark Place,2.0,Unknown,19,Mar,3,Thu,0 days 00:07:00
2016-03-24 20:34:00,2016-03-24 20:40:00,Business,Westpark Place,Whitebridge,2.2,Unknown,20,Mar,3,Thu,0 days 00:06:00
2016-03-25 13:24:00,2016-03-25 16:22:00,Business,Cary,Latta,144.0,Customer Visit,13,Mar,4,Fri,0 days 02:58:00
2016-03-25 16:52:00,2016-03-25 22:22:00,Business,Latta,Jacksonville,310.3,Customer Visit,16,Mar,4,Fri,0 days 05:30:00
2016-03-25 22:54:00,2016-03-26 01:39:00,Business,Jacksonville,Kissimmee,201.0,Meeting,22,Mar,4,Fri,0 days 02:45:00
2016-03-26 14:05:00,2016-03-26 14:29:00,Personal,Couples Glen,Isles of Buena Vista,6.7,Unknown,14,Mar,5,Sat,0 days 00:24:00
2016-03-26 15:19:00,2016-03-26 15:49:00,Personal,Kissimmee,Orlando,8.8,Unknown,15,Mar,5,Sat,0 days 00:30:00
2016-03-26 16:26:00,2016-03-26 16:30:00,Personal,Lake Reams,Lake Reams,1.2,Unknown,16,Mar,5,Sat,0 days 00:04:00
2016-03-27 00:31:00,2016-03-27 00:40:00,Business,Lake Reams,Lake Reams,2.1,Errand/Supplies,0,Mar,6,Sun,0 days 00:09:00
2016-03-27 01:11:00,2016-03-27 01:23:00,Business,Orlando,Kissimmee,6.6,Meal/Entertain,1,Mar,6,Sun,0 days 00:12:00
2016-03-27 15:31:00,2016-03-27 15:56:00,Business,Kissimmee,Orlando,6.1,Customer Visit,15,Mar,6,Sun,0 days 00:25:00
2016-03-27 21:26:00,2016-03-27 21:41:00,Personal,Orlando,Orlando,6.9,Unknown,21,Mar,6,Sun,0 days 00:15:00
2016-03-27 23:04:00,2016-03-27 23:18:00,Personal,Orlando,Kissimmee,7.3,Unknown,23,Mar,6,Sun,0 days 00:14:00
2016-03-28 12:29:00,2016-03-28 12:42:00,Personal,Kissimmee,Orlando,3.6,Unknown,12,Mar,0,Mon,0 days 00:13:00
2016-03-28 19:30:00,2016-03-28 20:23:00,Personal,Couples Glen,Vista East,27.2,Unknown,19,Mar,0,Mon,0 days 00:53:00
2016-03-28 22:55:00,2016-03-28 23:26:00,Personal,Orlando,Kissimmee,25.7,Unknown,22,Mar,0,Mon,0 days 00:31:00
2016-03-29 15:27:00,2016-03-29 16:11:00,Personal,Kissimmee,Orlando,13.6,Unknown,15,Mar,1,Tue,0 days 00:44:00
2016-03-29 18:20:00,2016-03-29 18:39:00,Personal,Sand Lake Commons,Sky Lake,6.2,Unknown,18,Mar,1,Tue,0 days 00:19:00
2016-03-29 20:29:00,2016-03-29 20:44:00,Personal,Sky Lake,Sand Lake Commons,6.0,Unknown,20,Mar,1,Tue,0 days 00:15:00
2016-03-29 23:04:00,2016-03-29 23:21:00,Personal,Orlando,Kissimmee,13.8,Unknown,23,Mar,1,Tue,0 days 00:17:00
2016-03-30 22:05:00,2016-03-30 22:55:00,Business,Orlando,Kissimmee,28.8,Meal/Entertain,22,Mar,2,Wed,0 days 00:50:00
2016-03-31 12:47:00,2016-03-31 13:22:00,Business,Kissimmee,Orlando,16.1,Temporary Site,12,Mar,3,Thu,0 days 00:35:00
2016-03-31 14:37:00,2016-03-31 15:09:00,Business,Orlando,Kissimmee,16.4,Meal/Entertain,14,Mar,3,Thu,0 days 00:32:00
2016-04-01 13:43:00,2016-04-01 14:01:00,Business,Kissimmee,Kissimmee,11.0,Meeting,13,Apr,4,Fri,0 days 00:18:00
2016-04-01 14:36:00,2016-04-01 15:24:00,Business,Kissimmee,Orlando,15.5,Customer Visit,14,Apr,4,Fri,0 days 00:48:00
2016-04-01 16:01:00,2016-04-01 16:49:00,Business,Orlando,Kissimmee,20.3,Meeting,16,Apr,4,Fri,0 days 00:48:00
2016-04-01 16:52:00,2016-04-01 16:57:00,Personal,Kissimmee,Kissimmee,0.7,Unknown,16,Apr,4,Fri,0 days 00:05:00
2016-04-02 08:48:00,2016-04-02 09:04:00,Personal,Kissimmee,Kissimmee,5.5,Unknown,8,Apr,5,Sat,0 days 00:16:00
2016-04-02 11:01:00,2016-04-02 11:16:00,Personal,Kissimmee,Kissimmee,5.1,Unknown,11,Apr,5,Sat,0 days 00:15:00
2016-04-02 12:21:00,2016-04-02 14:47:00,Business,Kissimmee,Daytona Beach,77.3,Customer Visit,12,Apr,5,Sat,0 days 02:26:00
2016-04-02 16:57:00,2016-04-02 18:09:00,Business,Daytona Beach,Jacksonville,80.5,Customer Visit,16,Apr,5,Sat,0 days 01:12:00
2016-04-02 19:38:00,2016-04-02 22:36:00,Business,Jacksonville,Ridgeland,174.2,Customer Visit,19,Apr,5,Sat,0 days 02:58:00
2016-04-02 23:11:00,2016-04-03 01:34:00,Business,Ridgeland,Florence,144.0,Meeting,23,Apr,5,Sat,0 days 02:23:00
2016-04-03 02:00:00,2016-04-03 04:16:00,Business,Florence,Cary,159.3,Meeting,2,Apr,6,Sun,0 days 02:16:00
2016-04-05 21:39:00,2016-04-05 21:55:00,Business,Whitebridge,Wayne Ridge,7.9,Meal/Entertain,21,Apr,1,Tue,0 days 00:16:00
2016-04-06 00:19:00,2016-04-06 00:39:00,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,0,Apr,2,Wed,0 days 00:20:00
2016-04-07 18:20:00,2016-04-07 18:39:00,Business,Cary,Morrisville,6.1,Meal/Entertain,18,Apr,3,Thu,0 days 00:19:00
2016-04-07 19:45:00,2016-04-07 20:00:00,Business,Morrisville,Cary,6.1,Errand/Supplies,19,Apr,3,Thu,0 days 00:15:00
2016-04-08 12:30:00,2016-04-08 12:48:00,Business,Cary,Durham,10.5,Meeting,12,Apr,4,Fri,0 days 00:18:00
2016-04-08 13:34:00,2016-04-08 13:51:00,Business,Durham,Cary,8.7,Meal/Entertain,13,Apr,4,Fri,0 days 00:17:00
2016-04-08 13:55:00,2016-04-08 14:03:00,Business,Westpark Place,Whitebridge,1.8,Errand/Supplies,13,Apr,4,Fri,0 days 00:08:00
2016-04-08 14:43:00,2016-04-08 15:20:00,Business,Cary,Raleigh,19.1,Meeting,14,Apr,4,Fri,0 days 00:37:00
2016-04-08 16:05:00,2016-04-08 16:47:00,Business,Raleigh,Cary,18.6,Meeting,16,Apr,4,Fri,0 days 00:42:00
2016-04-12 09:15:00,2016-04-12 09:26:00,Business,Whitebridge,Edgehill Farms,2.8,Errand/Supplies,9,Apr,1,Tue,0 days 00:11:00
2016-04-12 09:34:00,2016-04-12 09:53:00,Business,Cary,Raleigh,8.9,Meeting,9,Apr,1,Tue,0 days 00:19:00
2016-04-12 10:58:00,2016-04-12 11:18:00,Business,Meredith,Cedar Hill,7.5,Customer Visit,10,Apr,1,Tue,0 days 00:20:00
2016-04-12 12:22:00,2016-04-12 12:44:00,Business,Raleigh,Morrisville,15.9,Meeting,12,Apr,1,Tue,0 days 00:22:00
2016-04-12 13:42:00,2016-04-12 14:01:00,Business,Morrisville,Cary,6.5,Meal/Entertain,13,Apr,1,Tue,0 days 00:19:00
2016-04-14 07:29:00,2016-04-14 08:09:00,Business,Cary,Holly Springs,15.3,Temporary Site,7,Apr,3,Thu,0 days 00:40:00
2016-04-14 16:00:00,2016-04-14 16:43:00,Business,Holly Springs,Cary,13.7,Temporary Site,16,Apr,3,Thu,0 days 00:43:00
2016-04-15 11:36:00,2016-04-15 12:07:00,Business,Cary,Raleigh,11.9,Temporary Site,11,Apr,4,Fri,0 days 00:31:00
2016-04-15 12:29:00,2016-04-15 12:32:00,Business,Meredith Townes,Harden Place,1.4,Errand/Supplies,12,Apr,4,Fri,0 days 00:03:00
2016-04-15 14:31:00,2016-04-15 15:01:00,Business,Raleigh,Cary,15.2,Meeting,14,Apr,4,Fri,0 days 00:30:00
2016-04-16 12:59:00,2016-04-16 13:17:00,Business,Cary,Morrisville,6.0,Errand/Supplies,12,Apr,5,Sat,0 days 00:18:00
2016-04-16 15:10:00,2016-04-16 15:26:00,Business,Morrisville,Cary,6.1,Meal/Entertain,15,Apr,5,Sat,0 days 00:16:00
2016-04-19 17:44:00,2016-04-19 18:08:00,Business,Whitebridge,Wayne Ridge,8.2,Meal/Entertain,17,Apr,1,Tue,0 days 00:24:00
2016-04-19 19:57:00,2016-04-19 20:19:00,Business,Wayne Ridge,Whitebridge,8.0,Meal/Entertain,19,Apr,1,Tue,0 days 00:22:00
2016-04-22 08:25:00,2016-04-22 09:04:00,Business,Cary,Raleigh,13.6,Meeting,8,Apr,4,Fri,0 days 00:39:00
2016-04-22 10:10:00,2016-04-22 10:40:00,Business,Raleigh,Cary,22.5,Meeting,10,Apr,4,Fri,0 days 00:30:00
2016-04-22 12:08:00,2016-04-22 12:28:00,Business,Cary,Durham,10.4,Meeting,12,Apr,4,Fri,0 days 00:20:00
2016-04-22 13:02:00,2016-04-22 13:26:00,Business,Durham,Cary,10.0,Meeting,13,Apr,4,Fri,0 days 00:24:00
2016-04-23 17:03:00,2016-04-23 17:16:00,Business,Whitebridge,Tanglewood,6.0,Meal/Entertain,17,Apr,5,Sat,0 days 00:13:00
2016-04-23 18:49:00,2016-04-23 19:05:00,Business,Tanglewood,Whitebridge,6.5,Meal/Entertain,18,Apr,5,Sat,0 days 00:16:00
2016-04-24 19:07:00,2016-04-24 19:16:00,Business,Cary,Morrisville,3.1,Errand/Supplies,19,Apr,6,Sun,0 days 00:09:00
2016-04-24 19:46:00,2016-04-24 19:52:00,Business,Chessington,Chessington,1.9,Errand/Supplies,19,Apr,6,Sun,0 days 00:06:00
2016-04-24 21:41:00,2016-04-24 21:50:00,Business,Morrisville,Cary,4.2,Between Offices,21,Apr,6,Sun,0 days 00:09:00
2016-04-27 13:30:00,2016-04-27 13:40:00,Business,Whitebridge,Burtrose,4.9,Between Offices,13,Apr,2,Wed,0 days 00:10:00
2016-04-27 14:13:00,2016-04-27 14:25:00,Business,Burtrose,Whitebridge,4.8,Between Offices,14,Apr,2,Wed,0 days 00:12:00
2016-04-28 12:09:00,2016-04-28 12:34:00,Business,Cary,Raleigh,12.4,Customer Visit,12,Apr,3,Thu,0 days 00:25:00
2016-04-28 13:30:00,2016-04-28 13:49:00,Business,Raleigh,Cary,32.8,Customer Visit,13,Apr,3,Thu,0 days 00:19:00
2016-04-28 22:10:00,2016-04-28 22:28:00,Business,Morrisville,Cary,5.5,Customer Visit,22,Apr,3,Thu,0 days 00:18:00
2016-04-29 11:44:00,2016-04-29 12:01:00,Business,Cary,Durham,9.9,Meeting,11,Apr,4,Fri,0 days 00:17:00
2016-04-29 13:13:00,2016-04-29 13:34:00,Business,Durham,Cary,10.0,Meeting,13,Apr,4,Fri,0 days 00:21:00
2016-04-29 18:46:00,2016-04-29 19:18:00,Business,Cary,Durham,14.2,Customer Visit,18,Apr,4,Fri,0 days 00:32:00
2016-04-29 22:44:00,2016-04-29 23:19:00,Business,Durham,Cary,18.2,Meeting,22,Apr,4,Fri,0 days 00:35:00
2016-04-30 18:42:00,2016-04-30 18:57:00,Business,Whitebridge,Waverly Place,7.7,Meal/Entertain,18,Apr,5,Sat,0 days 00:15:00
2016-04-30 22:16:00,2016-04-30 22:34:00,Business,Waverly Place,Whitebridge,6.8,Unknown,22,Apr,5,Sat,0 days 00:18:00
2016-05-01 13:45:00,2016-05-01 13:53:00,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain,13,May,6,Sun,0 days 00:08:00
2016-05-01 14:26:00,2016-05-01 14:31:00,Business,Westpark Place,Whitebridge,2.3,Unknown,14,May,6,Sun,0 days 00:05:00
2016-05-01 17:33:00,2016-05-01 17:45:00,Business,Whitebridge,Tanglewood,6.2,Between Offices,17,May,6,Sun,0 days 00:12:00
2016-05-01 17:54:00,2016-05-01 18:10:00,Business,Tanglewood,Parkway,7.5,Meeting,17,May,6,Sun,0 days 00:16:00
2016-05-01 22:38:00,2016-05-01 22:49:00,Business,Parkway,Whitebridge,3.1,Errand/Supplies,22,May,6,Sun,0 days 00:11:00
2016-05-02 14:14:00,2016-05-02 14:21:00,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies,14,May,0,Mon,0 days 00:07:00
2016-05-02 15:37:00,2016-05-02 15:48:00,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain,15,May,0,Mon,0 days 00:11:00
2016-05-03 22:20:00,2016-05-03 22:28:00,Business,Morrisville,Cary,2.5,Meal/Entertain,22,May,1,Tue,0 days 00:08:00
2016-05-04 15:16:00,2016-05-04 15:37:00,Business,Cary,Morrisville,8.7,Meal/Entertain,15,May,2,Wed,0 days 00:21:00
2016-05-04 20:55:00,2016-05-04 21:14:00,Business,Mcvan,Capitol One,14.5,Errand/Supplies,20,May,2,Wed,0 days 00:19:00
2016-05-04 21:30:00,2016-05-04 21:36:00,Business,Capitol One,University District,4.5,Meal/Entertain,21,May,2,Wed,0 days 00:06:00
2016-05-04 22:19:00,2016-05-04 22:27:00,Business,University District,Capitol One,5.0,Meal/Entertain,22,May,2,Wed,0 days 00:08:00
2016-05-05 21:24:00,2016-05-05 21:36:00,Business,Seattle,Redmond,14.2,Meal/Entertain,21,May,3,Thu,0 days 00:12:00
2016-05-05 22:34:00,2016-05-05 22:40:00,Business,Redmond,Bellevue,2.9,Errand/Supplies,22,May,3,Thu,0 days 00:06:00
2016-05-05 23:55:00,2016-05-06 00:08:00,Business,Bellevue,Seattle,12.9,Meeting,23,May,3,Thu,0 days 00:13:00
2016-05-06 05:47:00,2016-05-06 06:02:00,Business,Capitol One,Mcvan,14.4,Meeting,5,May,4,Fri,0 days 00:15:00
2016-05-06 16:45:00,2016-05-06 16:59:00,Business,Chapel Hill,Morrisville,17.0,Meeting,16,May,4,Fri,0 days 00:14:00
2016-05-06 17:18:00,2016-05-06 17:44:00,Business,Morrisville,Cary,7.9,Customer Visit,17,May,4,Fri,0 days 00:26:00
2016-05-09 06:08:00,2016-05-09 06:25:00,Business,Cary,Morrisville,8.4,Customer Visit,6,May,0,Mon,0 days 00:17:00
2016-05-09 14:39:00,2016-05-09 15:06:00,Business,San Francisco,Palo Alto,20.5,Between Offices,14,May,0,Mon,0 days 00:27:00
2016-05-09 17:58:00,2016-05-09 18:26:00,Business,Palo Alto,Sunnyvale,9.8,Customer Visit,17,May,0,Mon,0 days 00:28:00
2016-05-09 19:35:00,2016-05-09 19:59:00,Business,Sunnyvale,Newark,17.6,Customer Visit,19,May,0,Mon,0 days 00:24:00
2016-05-10 09:03:00,2016-05-10 09:20:00,Business,Newark,Menlo Park,9.3,Customer Visit,9,May,1,Tue,0 days 00:17:00
2016-05-10 17:19:00,2016-05-10 17:31:00,Business,Menlo Park,Newark,7.9,Customer Visit,17,May,1,Tue,0 days 00:12:00
2016-05-11 08:35:00,2016-05-11 09:12:00,Business,Newark,San Francisco,25.6,Meeting,8,May,2,Wed,0 days 00:37:00
2016-05-11 21:47:00,2016-05-11 22:04:00,Business,Morrisville,Cary,8.1,Meeting,21,May,2,Wed,0 days 00:17:00
2016-05-14 18:35:00,2016-05-14 18:39:00,Business,Cary,Morrisville,3.1,Meal/Entertain,18,May,5,Sat,0 days 00:04:00
2016-05-14 23:01:00,2016-05-14 23:05:00,Business,Morrisville,Cary,3.1,Meal/Entertain,23,May,5,Sat,0 days 00:04:00
2016-05-17 13:15:00,2016-05-17 13:23:00,Business,Whitebridge,Preston,2.8,Errand/Supplies,13,May,1,Tue,0 days 00:08:00
2016-05-17 13:56:00,2016-05-17 14:08:00,Business,Preston,Westpark Place,2.7,Errand/Supplies,13,May,1,Tue,0 days 00:12:00
2016-05-17 14:34:00,2016-05-17 14:40:00,Business,Westpark Place,Whitebridge,1.9,Errand/Supplies,14,May,1,Tue,0 days 00:06:00
2016-05-18 09:11:00,2016-05-18 09:41:00,Business,Cary,Morrisville,8.4,Customer Visit,9,May,2,Wed,0 days 00:30:00
2016-05-18 13:00:00,2016-05-18 13:02:00,Business,Morrisville,Raleigh,7.6,Customer Visit,13,May,2,Wed,0 days 00:02:00
2016-05-19 14:37:00,2016-05-19 15:01:00,Business,Old City,Parkway Museums,2.9,Meal/Entertain,14,May,3,Thu,0 days 00:24:00
2016-05-20 10:56:00,2016-05-20 11:07:00,Business,Old City,Hog Island,11.2,Meeting,10,May,4,Fri,0 days 00:11:00
